iteration;BEGIN iteration;BEGIN iterationStartsListeners;END iterationStartsListeners;BEGIN replanning;END replanning;BEGIN beforeMobsimListeners;BEGIN dump all plans;END dump all plans;END beforeMobsimListeners;BEGIN prepareForMobsim;END prepareForMobsim;BEGIN mobsim;END mobsim;BEGIN afterMobsimListeners;END afterMobsimListeners;BEGIN scoring;END scoring;BEGIN iterationEndsListeners;BEGIN compare with counts;END compare with counts;END iterationEndsListeners;END iteration;;iterationStartsListeners;replanning;dump all plans;beforeMobsimListeners;prepareForMobsim;mobsim;afterMobsimListeners;scoring;compare with counts;iterationEndsListeners;iteration
304;22:53:59;22:53:59;22:53:59;22:53:59;22:53:59;22:53:59;;;22:53:59;22:53:59;22:53:59;22:53:59;22:54:00;22:54:00;22:54:00;22:54:00;22:54:00;22:54:00;;;22:54:00;22:54:00;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
305;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;;;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;22:54:01;;;22:54:02;22:54:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
306;22:54:02;22:54:02;22:54:02;22:54:02;22:54:02;22:54:02;;;22:54:02;22:54:02;22:54:02;22:54:02;22:54:03;22:54:03;22:54:03;22:54:03;22:54:03;22:54:03;;;22:54:03;22:54:03;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
307;22:54:03;22:54:03;22:54:03;22:54:03;22:54:03;22:54:03;;;22:54:03;22:54:03;22:54:03;22:54:03;22:54:04;22:54:04;22:54:04;22:54:04;22:54:04;22:54:04;;;22:54:04;22:54:04;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
308;22:54:04;22:54:04;22:54:04;22:54:04;22:54:04;22:54:04;;;22:54:04;22:54:04;22:54:04;22:54:04;22:54:05;22:54:05;22:54:05;22:54:05;22:54:05;22:54:05;;;22:54:05;22:54:05;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
309;22:54:05;22:54:05;22:54:05;22:54:05;22:54:05;22:54:05;;;22:54:05;22:54:05;22:54:05;22:54:05;22:54:06;22:54:06;22:54:06;22:54:06;22:54:06;22:54:06;;;22:54:06;22:54:06;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
310;22:54:06;22:54:06;22:54:06;22:54:06;22:54:06;22:54:06;;;22:54:06;22:54:06;22:54:06;22:54:06;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
311;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;22:54:07;;;22:54:07;22:54:07;22:54:07;22:54:07;22:54:08;22:54:08;22:54:08;22:54:08;22:54:08;22:54:08;;;22:54:08;22:54:08;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
312;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;;;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;22:54:09;;;22:54:10;22:54:10;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
313;22:54:10;22:54:10;22:54:10;22:54:10;22:54:10;22:54:10;;;22:54:10;22:54:10;22:54:10;22:54:10;22:54:11;22:54:11;22:54:11;22:54:11;22:54:11;22:54:11;;;22:54:11;22:54:11;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
314;22:54:11;22:54:11;22:54:11;22:54:11;22:54:11;22:54:11;;;22:54:11;22:54:11;22:54:11;22:54:11;22:54:12;22:54:12;22:54:12;22:54:12;22:54:12;22:54:12;;;22:54:12;22:54:12;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
315;22:54:12;22:54:12;22:54:12;22:54:12;22:54:12;22:54:12;;;22:54:12;22:54:12;22:54:12;22:54:12;22:54:13;22:54:13;22:54:13;22:54:13;22:54:13;22:54:13;;;22:54:13;22:54:13;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
316;22:54:13;22:54:13;22:54:13;22:54:13;22:54:13;22:54:13;;;22:54:13;22:54:13;22:54:13;22:54:13;22:54:14;22:54:14;22:54:14;22:54:14;22:54:14;22:54:14;;;22:54:14;22:54:14;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
317;22:54:14;22:54:14;22:54:14;22:54:14;22:54:14;22:54:14;;;22:54:14;22:54:14;22:54:14;22:54:14;22:54:15;22:54:15;22:54:15;22:54:15;22:54:15;22:54:15;;;22:54:15;22:54:15;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
318;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;;;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;22:54:16;;;22:54:17;22:54:17;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
319;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;;;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;22:54:17;;;22:54:18;22:54:18;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
320;22:54:18;22:54:18;22:54:18;22:54:18;22:54:18;22:54:18;;;22:54:18;22:54:18;22:54:18;22:54:18;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
321;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;22:54:19;;;22:54:19;22:54:19;22:54:19;22:54:19;22:54:20;22:54:20;22:54:20;22:54:20;22:54:20;22:54:20;;;22:54:20;22:54:20;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
322;22:54:20;22:54:20;22:54:20;22:54:20;22:54:20;22:54:20;;;22:54:20;22:54:20;22:54:20;22:54:20;22:54:21;22:54:21;22:54:21;22:54:21;22:54:21;22:54:21;;;22:54:21;22:54:21;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
323;22:54:21;22:54:21;22:54:21;22:54:21;22:54:21;22:54:21;;;22:54:21;22:54:21;22:54:21;22:54:21;22:54:22;22:54:22;22:54:22;22:54:22;22:54:22;22:54:22;;;22:54:22;22:54:22;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
324;22:54:22;22:54:22;22:54:22;22:54:22;22:54:22;22:54:22;;;22:54:22;22:54:22;22:54:22;22:54:22;22:54:23;22:54:23;22:54:23;22:54:23;22:54:23;22:54:23;;;22:54:23;22:54:23;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
325;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;;;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;22:54:24;;;22:54:25;22:54:25;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
326;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;;;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;22:54:25;;;22:54:26;22:54:26;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
327;22:54:26;22:54:26;22:54:26;22:54:26;22:54:26;22:54:26;;;22:54:26;22:54:26;22:54:26;22:54:26;22:54:27;22:54:27;22:54:27;22:54:27;22:54:27;22:54:27;;;22:54:27;22:54:27;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
328;22:54:27;22:54:27;22:54:27;22:54:27;22:54:27;22:54:27;;;22:54:27;22:54:27;22:54:27;22:54:27;22:54:28;22:54:28;22:54:28;22:54:28;22:54:28;22:54:28;;;22:54:28;22:54:28;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
329;22:54:28;22:54:28;22:54:28;22:54:28;22:54:28;22:54:28;;;22:54:28;22:54:28;22:54:28;22:54:28;22:54:29;22:54:29;22:54:29;22:54:29;22:54:29;22:54:29;;;22:54:29;22:54:29;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
330;22:54:29;22:54:29;22:54:29;22:54:29;22:54:29;22:54:29;;;22:54:29;22:54:29;22:54:29;22:54:29;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;22:54:30;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
331;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;;;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;22:54:31;;;22:54:32;22:54:32;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
332;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;;;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;22:54:32;;;22:54:33;22:54:33;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
333;22:54:33;22:54:33;22:54:33;22:54:33;22:54:33;22:54:33;;;22:54:33;22:54:33;22:54:33;22:54:33;22:54:34;22:54:34;22:54:34;22:54:34;22:54:34;22:54:34;;;22:54:34;22:54:34;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
334;22:54:34;22:54:34;22:54:34;22:54:34;22:54:34;22:54:34;;;22:54:34;22:54:34;22:54:34;22:54:34;22:54:35;22:54:35;22:54:35;22:54:35;22:54:35;22:54:35;;;22:54:35;22:54:35;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
335;22:54:35;22:54:35;22:54:35;22:54:35;22:54:35;22:54:35;;;22:54:35;22:54:35;22:54:35;22:54:35;22:54:36;22:54:36;22:54:36;22:54:36;22:54:36;22:54:36;;;22:54:36;22:54:36;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
336;22:54:36;22:54:36;22:54:36;22:54:36;22:54:36;22:54:36;;;22:54:36;22:54:36;22:54:36;22:54:36;22:54:37;22:54:37;22:54:37;22:54:37;22:54:37;22:54:37;;;22:54:37;22:54:37;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
337;22:54:37;22:54:37;22:54:37;22:54:37;22:54:37;22:54:37;;;22:54:37;22:54:37;22:54:37;22:54:37;22:54:38;22:54:38;22:54:38;22:54:38;22:54:38;22:54:38;;;22:54:38;22:54:38;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
338;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;;;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;22:54:39;;;22:54:40;22:54:40;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
339;22:54:40;22:54:40;22:54:40;22:54:40;22:54:40;22:54:40;;;22:54:40;22:54:40;22:54:40;22:54:40;22:54:41;22:54:41;22:54:41;22:54:41;22:54:41;22:54:41;;;22:54:41;22:54:41;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
340;22:54:41;22:54:41;22:54:41;22:54:41;22:54:41;22:54:41;;;22:54:41;22:54:41;22:54:41;22:54:41;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00
341;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;22:54:42;;;22:54:42;22:54:42;22:54:42;22:54:42;22:54:43;22:54:43;22:54:43;22:54:43;22:54:43;22:54:43;;;22:54:43;22:54:43;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
342;22:54:43;22:54:43;22:54:43;22:54:43;22:54:43;22:54:43;;;22:54:43;22:54:43;22:54:43;22:54:43;22:54:44;22:54:44;22:54:44;22:54:44;22:54:44;22:54:44;;;22:54:44;22:54:44;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
343;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;;;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;22:54:45;;;22:54:46;22:54:46;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
344;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;;;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;22:54:46;;;22:54:47;22:54:47;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
345;22:54:47;22:54:47;22:54:47;22:54:47;22:54:47;22:54:47;;;22:54:47;22:54:47;22:54:47;22:54:47;22:54:48;22:54:48;22:54:48;22:54:48;22:54:48;22:54:48;;;22:54:48;22:54:48;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:00
346;22:54:48;22:54:48;22:54:48;22:54:48;22:54:48;22:54:48;;;22:54:48;22:54:48;22:54:48;22:54:48;22:54:49;22:54:49;22:54:49;22:54:49;22:54:49;22:54:49;;;22:54:50;22:54:50;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
347;22:54:50;22:54:50;22:54:50;22:54:50;22:54:50;22:54:50;;;22:54:50;22:54:50;22:54:50;22:54:50;22:54:51;22:54:51;22:54:51;22:54:51;22:54:51;22:54:51;;;22:54:51;22:54:51;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
348;22:54:51;22:54:51;22:54:51;22:54:51;22:54:51;22:54:51;;;22:54:51;22:54:51;22:54:51;22:54:51;22:54:52;22:54:52;22:54:52;22:54:52;22:54:52;22:54:52;;;22:54:52;22:54:52;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
349;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;;;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;22:54:53;;;22:54:54;22:54:54;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
350;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:54;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;00:00:01
351;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;22:54:55;;;22:54:55;22:54:55;22:54:55;22:54:55;22:54:56;22:54:56;22:54:56;22:54:56;22:54:56;22:54:56;;;22:54:56;22:54:56;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
352;22:54:56;22:54:56;22:54:56;22:54:56;22:54:56;22:54:56;;;22:54:56;22:54:56;22:54:56;22:54:56;22:54:57;22:54:57;22:54:57;22:54:57;22:54:57;22:54:57;;;22:54:57;22:54:57;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
353;22:54:57;22:54:57;22:54:57;22:54:57;22:54:57;22:54:57;;;22:54:57;22:54:57;22:54:57;22:54:57;22:54:58;22:54:58;22:54:58;22:54:58;22:54:58;22:54:58;;;22:54:58;22:54:58;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
354;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;;;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;22:54:59;;;22:55:00;22:55:00;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
355;22:55:00;22:55:00;22:55:00;22:55:00;22:55:00;22:55:00;;;22:55:00;22:55:00;22:55:00;22:55:00;22:55:01;22:55:01;22:55:01;22:55:01;22:55:01;22:55:01;;;22:55:01;22:55:01;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
356;22:55:01;22:55:01;22:55:01;22:55:01;22:55:01;22:55:01;;;22:55:01;22:55:01;22:55:01;22:55:01;22:55:02;22:55:02;22:55:02;22:55:02;22:55:02;22:55:02;;;22:55:02;22:55:02;;00:00:00;00:00:00;;00:00:00;00:00:00;00:00:00;00:00:00;00:00:00;;00:00:00;00:00:01
